"hero","mini1","mini2","mini3","mini4","mini5","classes","sum","deck_cost","is_available","score"
"royal champion","villager","幻术大师","witch","magic archer","皇家幽灵","clan2,rogue2,royal2,specialist2,undead2",10,20,FALSE,16
"skeleton king","villager","幻术大师","witch","magic archer","公主","clan2,ranger2,rogue2,specialist2,undead2",10,21,FALSE,16
"royal champion","villager","幻术大师","witch","magic archer","公主","clan2,ranger2,rogue2,royal2,specialist2",10,21,FALSE,16
"skeleton king","villager","幻术大师","witch","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist2,undead2",10,21,FALSE,16
"natureborn","villager","幻术大师","witch","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,21,FALSE,17.6
"monk","villager","幻术大师","witch","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,21,FALSE,16.1
"战争机器","villager","幻术大师","witch","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,21,FALSE,16.2
"royal champion","villager","幻术大师","witch","bandit","皇家幽灵","clan2,rogue2,royal2,specialist2,undead2",10,20,FALSE,14.5
"countess","villager","幻术大师","witch","dark prince","皇家幽灵","clan2,rogue2,royal2,specialist2,undead2",10,20,FALSE,15.8
"archer queen","villager","幻术大师","witch","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,21,FALSE,16
"countess","villager","幻术大师","witch","皇家幽灵","公主","clan2,rogue2,royal2,specialist2,undead2",10,21,FALSE,16
"royal champion","villager","幻术大师","witch","皇家幽灵","英雄猎手","clan2,rogue2,royal2,specialist2,undead2",10,19,FALSE,14.6
"barbarian king","villager","幻术大师","mega knight","magic archer","公主","clan2,ranger2,rogue2,royal2,specialist2",10,22,FALSE,14.2
"natureborn","villager","幻术大师","magic archer","electro wizard","飞斧屠夫","mage2,ranger2,rogue2,specialist4",10,22,FALSE,16.1
"barbarian king","villager","幻术大师","magic archer","dark prince","公主","clan2,ranger2,rogue2,royal2,specialist2",10,22,FALSE,15.7
"barbarian king","villager","幻术大师","magic archer","皇家幽灵","公主","clan2,ranger2,rogue2,royal2,specialist2",10,22,FALSE,15.9
"skeleton king","villager","幻术大师","magic archer","皇家幽灵","公主","ranger2,rogue2,royal2,specialist2,undead2",10,22,FALSE,16.2
"barbarian king","villager","幻术大师","magic archer","战斗拳手","飞斧屠夫","clan2,ranger2,rogue2,specialist4",10,23,FALSE,15.9
"sheld maiden","villager","幻术大师","magic archer","战斗拳手","飞斧屠夫","ranger2,rogue2,saint2,specialist4",10,23,FALSE,16.1
"natureborn","villager","幻术大师","magic archer","风暴法师","飞斧屠夫","mage2,ranger2,rogue2,specialist4",10,21,FALSE,16.2
"natureborn","villager","幻术大师","magic archer","狱塔护法","飞斧屠夫","mage2,ranger2,rogue2,specialist4",10,23,FALSE,16.2
"barbarian king","villager","幻术大师","magic archer","飞斧屠夫","扫地小僧","clan2,ranger2,rogue2,specialist4",10,21,FALSE,14.3
"countess","villager","骨犬","witch","magic archer","飞斧屠夫","clan2,ranger2,rogue2,specialist2,undead2",10,22,FALSE,14.4
"royal champion","villager","骨犬","witch","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,14.8
"barbarian king","villager","骨犬","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,14.700000000000001
"skeleton king","villager","giant","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,25,FALSE,15.100000000000001
"natureborn","villager","witch","mega knight","electro wizard","皇家幽灵","clan2,mage2,royal2,specialist2,undead2",10,22,FALSE,14.8
"sheld maiden","villager","witch","mega knight","皇家幽灵","战斗拳手","clan2,royal2,saint2,specialist2,undead2",10,23,FALSE,14.8
"natureborn","villager","witch","mega knight","皇家幽灵","风暴法师","clan2,mage2,royal2,specialist2,undead2",10,21,FALSE,14.9
"natureborn","villager","witch","mega knight","皇家幽灵","狱塔护法","clan2,mage2,royal2,specialist2,undead2",10,23,FALSE,14.9
"archer queen","villager","witch","mega knight","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,14.700000000000001
"skeleton king","villager","witch","mega knight","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,14.9
"skeleton king","villager","witch","magic archer","bandit","飞斧屠夫","clan2,ranger2,rogue2,specialist2,undead2",10,23,FALSE,14.7
"countess","villager","witch","magic archer","皇家幽灵","公主","clan2,ranger2,rogue2,royal2,undead2",10,23,FALSE,16.2
"natureborn","villager","witch","magic archer","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,18
"monk","villager","witch","magic archer","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,16.5
"战争机器","villager","witch","magic archer","皇家幽灵","公主","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,16.6
"countess","villager","witch","magic archer","皇家幽灵","飞斧屠夫","clan2,ranger2,rogue2,specialist2,undead2",10,23,FALSE,16.2
"royal champion","villager","witch","magic archer","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,16.4
"skeleton king","villager","witch","magic archer","飞斧屠夫","英雄猎手","clan2,ranger2,rogue2,specialist2,undead2",10,22,FALSE,14.8
"natureborn","villager","witch","electro wizard","dark prince","皇家幽灵","clan2,mage2,royal2,specialist2,undead2",10,22,FALSE,16.3
"natureborn","villager","witch","electro wizard","皇家幽灵","公主","clan2,mage2,royal2,specialist2,undead2",10,23,FALSE,16.5
"wave master","villager","witch","dark prince","sailor","皇家幽灵","clan2,rider2,royal2,sea2,undead2",10,21,FALSE,16.1
"natureborn","villager","witch","dark prince","sailor","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,17.8
"monk","villager","witch","dark prince","sailor","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,16.3
"战争机器","villager","witch","dark prince","sailor","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,21,FALSE,16.4
"sheld maiden","villager","witch","dark prince","皇家幽灵","战斗拳手","clan2,royal2,saint2,specialist2,undead2",10,23,FALSE,16.3
"natureborn","villager","witch","dark prince","皇家幽灵","风暴法师","clan2,mage2,royal2,specialist2,undead2",10,21,FALSE,16.4
"natureborn","villager","witch","dark prince","皇家幽灵","狱塔护法","clan2,mage2,royal2,specialist2,undead2",10,23,FALSE,16.4
"archer queen","villager","witch","dark prince","皇家幽灵","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,23,FALSE,16.2
"skeleton king","villager","witch","dark prince","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.4
"archer queen","villager","witch","皇家幽灵","公主","战斗拳手","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.400000000000002
"sheld maiden","villager","witch","皇家幽灵","公主","战斗拳手","clan2,royal2,saint2,specialist2,undead2",10,24,FALSE,16.5
"natureborn","villager","witch","皇家幽灵","公主","风暴法师","clan2,mage2,royal2,specialist2,undead2",10,22,FALSE,16.6
"natureborn","villager","witch","皇家幽灵","公主","狱塔护法","clan2,mage2,royal2,specialist2,undead2",10,24,FALSE,16.6
"barbarian king","villager","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.3
"archer queen","villager","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.400000000000002
"skeleton king","villager","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.6
"royal champion","villager","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.6
"natureborn","villager","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,18.2
"monk","villager","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.7
"战争机器","villager","witch","皇家幽灵","公主","飞斧屠夫","clan2,ranger2,royal2,specialist2,undead2",10,24,FALSE,16.8
"archer queen","villager","witch","皇家幽灵","公主","扫地小僧","clan2,ranger2,royal2,specialist2,undead2",10,22,FALSE,14.8
"barbarian king","villager","dark prince","sailor","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,16.1
"wave master","villager","dark prince","sailor","公主","飞斧屠夫","ranger2,rider2,royal2,sea2,specialist2",10,24,FALSE,16.3
"sheld maiden","hog rider","valkyrie","prince","healing ranger","公主","clan2,ranger2,rider2,royal2,saint2",10,22,FALSE,14.1
"barbarian king","hog rider","valkyrie","prince","witch","皇家幽灵","clan4,rider2,royal2,undead2",10,21,FALSE,14.1
"countess","hog rider","valkyrie","prince","magic archer","公主","clan2,ranger2,rider2,rogue2,royal2",10,23,FALSE,14.2
"wave master","hog rider","valkyrie","prince","dark prince","sailor","clan2,rider4,royal2,sea2",10,21,FALSE,14.1
"natureborn","hog rider","valkyrie","prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,16.2
"monk","hog rider","valkyrie","prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,14.7
"战争机器","hog rider","valkyrie","prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,14.8
"sheld maiden","hog rider","valkyrie","healing ranger","dark prince","公主","clan2,ranger2,rider2,royal2,saint2",10,22,FALSE,14.3
"barbarian king","hog rider","valkyrie","witch","dark prince","皇家幽灵","clan4,rider2,royal2,undead2",10,21,FALSE,14.3
"countess","hog rider","valkyrie","magic archer","dark prince","公主","clan2,ranger2,rider2,rogue2,royal2",10,23,FALSE,14.4
"natureborn","hog rider","valkyrie","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,16.4
"monk","hog rider","valkyrie","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,14.9
"战争机器","hog rider","valkyrie","dark prince","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,24,FALSE,15
"archer queen","hog rider","prince","dart golbin","witch","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,21,FALSE,15.6
"skeleton king","hog rider","prince","dart golbin","witch","公主","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,15.8
"sheld maiden","hog rider","prince","healing ranger","giant","公主","clan2,ranger2,rider2,royal2,saint2",10,23,FALSE,14.2
"archer queen","hog rider","prince","healing ranger","witch","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,21,FALSE,15.6
"sheld maiden","hog rider","prince","healing ranger","witch","皇家幽灵","clan2,rider2,royal2,saint2,undead2",10,21,FALSE,15.7
"sheld maiden","hog rider","prince","healing ranger","witch","公主","clan2,ranger2,rider2,royal2,saint2",10,22,FALSE,15.7
"skeleton king","hog rider","prince","healing ranger","witch","公主","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,15.8
"barbarian king","hog rider","prince","healing ranger","公主","战斗拳手","clan2,ranger2,rider2,royal2,saint2",10,24,FALSE,15.7
"natureborn","hog rider","prince","healing ranger","公主","战斗拳手","ranger2,rider2,royal2,saint2,specialist2",10,24,FALSE,17.6
"monk","hog rider","prince","healing ranger","公主","战斗拳手","ranger2,rider2,royal2,saint2,specialist2",10,24,FALSE,16.1
"战争机器","hog rider","prince","healing ranger","公主","战斗拳手","ranger2,rider2,royal2,saint2,specialist2",10,24,FALSE,16.2
"barbarian king","hog rider","prince","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger2,rider2,saint2,specialist2",10,24,FALSE,15.7
"royal champion","hog rider","prince","healing ranger","战斗拳手","飞斧屠夫","ranger2,rider2,royal2,saint2,specialist2",10,24,FALSE,16
"natureborn","hog rider","prince","ice wizard","witch","皇家幽灵","clan2,mage2,rider2,royal2,undead2",10,20,FALSE,16
"grand warden","hog rider","prince","ice wizard","witch","皇家幽灵","clan2,mage2,rider2,royal2,undead2",10,20,FALSE,14.5
"natureborn","hog rider","prince","ice wizard","公主","飞斧屠夫","mage2,ranger2,rider2,royal2,specialist2",10,23,FALSE,16.2
"wave master","hog rider","prince","fishman","witch","皇家幽灵","clan2,rider2,royal2,sea2,undead2",10,21,FALSE,14.3
"barbarian king","hog rider","prince","fishman","dark prince","sailor","clan2,rider4,royal2,sea2",10,21,FALSE,13.9
"圣锤战神","hog rider","prince","lumberjack","witch","皇家幽灵","clan2,elixir2,rider2,royal2,undead2",10,21,FALSE,14.6
"natureborn","hog rider","prince","PEKKA","witch","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,22,FALSE,16
"monk","hog rider","prince","PEKKA","witch","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,22,FALSE,14.5
"战争机器","hog rider","prince","PEKKA","witch","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,22,FALSE,14.6
"barbarian king","hog rider","prince","PEKKA","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,25,FALSE,14.3
"countess","hog rider","prince","幻术大师","witch","皇家幽灵","clan2,rider2,rogue2,royal2,undead2",10,20,FALSE,15.6
"natureborn","hog rider","prince","幻术大师","witch","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,20,FALSE,17.4
"monk","hog rider","prince","幻术大师","witch","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,20,FALSE,15.9
"战争机器","hog rider","prince","幻术大师","witch","皇家幽灵","clan2,rider2,royal2,specialist2,undead2",10,20,FALSE,16
"barbarian king","hog rider","prince","幻术大师","magic archer","公主","clan2,ranger2,rider2,rogue2,royal2",10,22,FALSE,15.5
"natureborn","hog rider","prince","幻术大师","magic archer","公主","ranger2,rider2,rogue2,royal2,specialist2",10,22,FALSE,17.4
"monk","hog rider","prince","幻术大师","magic archer","公主","ranger2,rider2,rogue2,royal2,specialist2",10,22,FALSE,15.9
"战争机器","hog rider","prince","幻术大师","magic archer","公主","ranger2,rider2,rogue2,royal2,specialist2",10,22,FALSE,16
"barbarian king","hog rider","prince","幻术大师","magic archer","飞斧屠夫","clan2,ranger2,rider2,rogue2,specialist2",10,22,FALSE,15.5
"royal champion","hog rider","prince","幻术大师","magic archer","飞斧屠夫","ranger2,rider2,rogue2,royal2,specialist2",10,22,FALSE,15.8
"barbarian king","hog rider","prince","幻术大师","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,23,FALSE,15.7
"countess","hog rider","prince","幻术大师","公主","飞斧屠夫","ranger2,rider2,rogue2,royal2,specialist2",10,23,FALSE,15.8
"skeleton king","hog rider","prince","骨犬","witch","皇家幽灵","clan2,rider2,royal2,undead4",10,21,FALSE,14.4
"archer queen","hog rider","prince","骨犬","witch","公主","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,14.2
"barbarian king","hog rider","prince","giant","witch","皇家幽灵","clan4,rider2,royal2,undead2",10,22,FALSE,14.2
"countess","hog rider","prince","giant","magic archer","公主","clan2,ranger2,rider2,rogue2,royal2",10,24,FALSE,14.3
"wave master","hog rider","prince","giant","dark prince","sailor","clan2,rider4,royal2,sea2",10,22,FALSE,14.2
"natureborn","hog rider","prince","giant","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,25,FALSE,16.3
"monk","hog rider","prince","giant","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,25,FALSE,14.8
"战争机器","hog rider","prince","giant","公主","飞斧屠夫","clan2,ranger2,rider2,royal2,specialist2",10,25,FALSE,14.9
"royal champion","hog rider","prince","witch","mega knight","皇家幽灵","clan2,rider2,royal4,undead2",10,22,FALSE,14.5
"archer queen","hog rider","prince","witch","magic archer","皇家幽灵","clan2,ranger2,rider2,royal2,undead2",10,22,FALSE,15.8
"countess","hog rider","prince","witch","magic archer","皇家幽灵","clan2,rider2,rogue2,royal2,undead2",10,22,FALSE,15.8
